token	label	director	company
['General', 'Spencer', 'held', 'positions', 'of', 'increasing', 'responsibility', 'with', 'the', 'Air', 'Force', ',', 'which', 'included', 'Vice', 'Chief', 'of', 'Staff', ',', 'the', 'second', 'highest-ranking', 'military', 'member', 'in', 'the', 'Air', 'Force', '.']	['B-TITLE', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']		
['General', 'Spencer', 'was', 'the', 'first', 'Air', 'Force', 'officer', 'to', 'serve', 'as', 'the', 'Assistant', 'Chief', 'of', 'Staff', 'in', 'the', 'White', 'House', 'Military', 'Office', 'and', 'he', 'served', 'as', 'Chief', 'Financial', 'Officer', 'and', 'then', 'Director', 'of', 'Mission', 'Support', 'at', 'a', 'major', 'command', '.']	['B-TITLE', 'B-PERSON', 'O', 'O', 'B-ORDINAL', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']		
['General', 'Spencer', 'is', 'also', 'a', 'director', 'of', 'Triumph', 'Group', ',', 'Inc.', '(', 'since', '2018', ')', '.']	['B-TITLE', 'B-PERSON', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-DATE', 'O', 'O']		
['Committees', ':', 'Corporate', 'Governance', 'and', 'Nominating', ';', 'Finance', '.']	['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O']		
['MICHAEL', 'D.', 'WHITE', '-', 'Mr.', 'White', ',', '67', ',', 'has', 'served', 'as', 'a', 'director', 'since', '2004', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'B-PERSON', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-DATE', 'O']		
['Mr.', 'White', 'served', 'as', 'an', 'Advisory', 'Partner', 'for', 'Trian', 'Fund', 'Management', ',', 'L.P.', 'from', '2016', 'to', '2017', ',', 'and', 'was', 'the', 'Chairman', ',', 'President', 'and', 'Chief', 'Executive', 'Officer', 'of', 'DIRECTV', ',', 'a', 'leading', 'provider', 'of', 'digital', 'television', 'entertainment', 'services', ',', 'from', '2010', 'until', 'his', 'retirement', 'in', '2015', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'B-DATE', 'O']		
['He', 'also', 'served', 'as', 'a', 'director', 'of', 'the', 'company', 'from', '2009', 'until', '2015', '.']	['O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']		
['From', '2003', 'until', '2009', ',', 'Mr.', 'White', 'was', 'Chief', 'Executive', 'Officer', 'of', 'PepsiCo', 'International', ',', 'and', 'Vice', 'Chairman', ',', 'PepsiCo', ',', 'Inc.', 'after', 'holding', 'positions', 'of', 'increasing', 'responsibility', 'with', 'PepsiCo', 'since', '1990', '.']	['O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-PERSON', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-DATE', 'O']		
['Mr.', 'White', 'is', 'also', 'a', 'director', 'of', 'Kimberly-Clark', 'Corporation', '(', 'since', '2015', ')', 'and', 'Bank', 'of', 'America', 'Corporation', '(', 'since', '2016', ')', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-DATE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-DATE', 'O', 'O']		
['Committees', ':', 'Audit', '(', 'chair', ')', ';', 'Corporate', 'Governance', 'and', 'Nominating', '.']	['O', 'O', 'B-ORG', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']		
['Patricia', 'M.', 'Bedient', ',', '65', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-DATE', 'O']		
['Former', 'Executive', 'Vice', 'President', 'and', 'CFO', ',', 'The', 'Weyerhaeuser', 'Company', '.']	['B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']		
['Director', 'of', 'Alaska', 'Air', 'Group', 'since', '2004', '.']	['B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'O']		
['Lead', 'Independent', 'Director', '.']	['B-TITLE', 'I-TITLE', 'I-TITLE', 'O']		
['Audit', 'Committee', '.']	['B-ORG', 'I-ORG', 'O']		
['Governance', 'and', 'Nominating', 'Committee', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']		
['Qualifications', ':', 'Financial', 'Expertise', '.']	['O', 'O', 'O', 'O', 'O']		
['Strategic', 'Planning', 'Experience', '.']	['O', 'O', 'O', 'O']		
['Public', 'Accounting', 'Experience', '.']	['O', 'O', 'O', 'O']		
['Mergers', 'and', 'Acquisitions', 'Experience', '.']	['O', 'O', 'O', 'O', 'O']		
"['Professional', 'Highlights', ':', 'Ms.', 'Bedient', 'was', 'executive', 'vice', 'president', '(', 'until', 'July', '2016', ')', 'for', 'The', 'Weyerhaeuser', 'Company', ',', 'a', 'publicly', 'traded', 'company', 'and', 'one', 'of', 'the', 'world', ""'"", 's', 'largest', 'integrated', 'forest', 'products', 'companies', '.']"	['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']		
"['She', 'was', 'the', 'company', ""'"", 's', 'CFO', 'until', 'February', '2016', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-DATE', 'I-DATE', 'O']		
['A', 'certified', 'public', 'accountant', '(', 'CPA', ')', 'since', '1978', ',', 'she', 'served', 'as', 'managing', 'partner', 'of', 'the', 'Seattle', 'office', 'of', 'Arthur', 'Andersen', 'LLP', 'prior', 'to', 'joining', 'Weyerhaeuser', '.']	['O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'O', 'B-GPE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'O']		
"['Ms.', 'Bedient', 'also', 'worked', 'at', 'Andersen', ""'"", 's', 'Portland', 'and', 'Boise', 'offices', 'as', 'a', 'partner', 'and', 'as', 'a', 'CPA', 'during', 'her', '27-year', 'career', 'with', 'the', 'firm', '.']"	['O', 'B-PERSON', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-GPE', 'O', 'B-GPE', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O']		
['She', 'is', 'a', 'member', 'of', 'the', 'American', 'Institute', 'of', 'CPAs', 'and', 'the', 'Washington', 'Society', 'of', 'CPAs', '.']	['O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']		
['Current', 'Public', 'Company', 'Board', 'Service', ':', 'Suncor', 'Energy', ',', 'Inc.', 'Park', 'Hotels', 'and', 'Resorts', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']		
['Current', 'Non-Public', 'Company', 'Board', 'Service', ':', 'Alaska', 'Airlines', 'and', 'Horizon', 'Air', '(', 'subsidiaries', 'of', 'Alaska', 'Air', 'Group', ')', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']		
['Overlake', 'Hospital', 'Medical', 'Center', 'Board', 'of', 'Trustees', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']		
['Oregon', 'State', 'University', 'Board', 'of', 'Trustees', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']		
['University', 'of', 'Washington', 'Foster', 'School', 'of', 'Business', 'Advisory', 'Board', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']		
['Education', ':', 'BS', ',', 'Oregon', 'State', 'University', '.']	['O', 'O', 'B-PRODUCT', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']		
['James', 'A', '.', 'Beer', ',', '58', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-DATE', 'O']		
['CFO', ',', 'Atlassian', 'Corporation', '.']	['B-TITLE', 'O', 'B-ORG', 'I-ORG', 'O']		
['Director', 'of', 'Alaska', 'Air', 'Group', 'since', '2017', '.']	['B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'O']		
['Compensation', 'and', 'Leadership', 'Development', 'Committee', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']		
['Safety', 'Committee', '.']	['B-ORG', 'I-ORG', 'O']		
['Qualifications', ':', 'Financial', 'Expertise', '.']	['O', 'O', 'O', 'O', 'O']		
['Aviation', 'Industry', 'Expertise', '.']	['O', 'O', 'O', 'O']		
['Strategic', 'Planning', 'Experience', '.']	['O', 'O', 'O', 'O']		
['Technology', 'Experience', '.']	['O', 'O', 'O']		
['Professional', 'Highlights', ':', 'Mr.', 'Beer', 'joined', 'Atlassian', 'Corporation', 'PLC', ',', 'a', 'publicly', 'traded', 'company', ',', 'as', 'its', 'CFO', 'in', 'February', '2018', '.']	['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-DATE', 'I-DATE', 'O']		
['He', 'was', 'executive', 'vice', 'president', 'and', 'CFO', 'for', 'McKesson', 'Corporation', 'from', '2013', 'to', '2017', ',', 'and', 'CFO', 'at', 'Symantec', 'Corp.', 'from', '2006', 'to', '2013', '.']	['O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']		
"['From', '1991', 'to', '2006', ',', 'he', 'held', 'a', 'number', 'of', 'management', 'positions', 'including', 'CFO', 'at', 'AMR', 'Corporation', 'and', 'American', 'Airlines', ',', 'AMR', ""'"", 's', 'principal', 'subsidiary', '.']"	['O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']		
['Current', 'Public', 'Company', 'Board', 'Service', ':', 'ForeScout', 'Technologies', ',', 'Inc.', 'Current', 'Non-Public', 'Company', 'Board', 'Service', ':', 'Alaska', 'Airlines', 'and', 'Horizon', 'Air', '(', 'subsidiaries', 'of', 'Alaska', 'Air', 'Group', ')', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']		
['Education', ':', 'BS', 'Aeronautical', 'Engineering', ',', 'Imperial', 'College', ',', 'London', 'University', '.']	['O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O']		
['MBA', ',', 'Harvard', 'Business', 'School', '.']	['B-PRODUCT', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']		
['Marion', 'C.', 'Blakey', ',', '71', '-', 'Former', 'President', 'and', 'CEO', ',', 'Rolls-Royce', 'North', 'America', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-DATE', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']		
['Director', 'of', 'Alaska', 'Air', 'Group', 'since', '2010', '.']	['B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'O']		
['Compensation', 'and', 'Leadership', 'Development', 'Committee', '(', 'Chair', ')', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'O', 'O']		
['Safety', 'Committee', '.']	['B-ORG', 'I-ORG', 'O']		
['Qualifications', ':', 'Extensive', 'experience', 'with', 'airline', 'industry', 'government', 'and', 'trade', 'organizations', 'including', ':', 'Aviation', 'Industry', 'Expertise', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']		
['Aerospace', 'Industries', 'Association', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'O']		
['Federal', 'Aviation', 'Administration', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'O']		
['National', 'Transportation', 'Safety', 'Board', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']		
['Professional', 'Highlights', ':', 'Ms.', 'Blakey', 'was', 'president', 'and', 'CEO', 'of', 'Rolls-Royce', 'North', 'America', 'until', 'June', '30', ',', '2018', '.']	['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-TITLE', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O']		
"['From', '2007', 'to', '2015', ',', 'she', 'was', 'president', 'and', 'CEO', 'of', 'Aerospace', 'Industries', 'Association', ',', 'the', 'nation', ""'"", 's', 'largest', 'aerospace', 'and', 'defense', 'trade', 'association', '.']"	['O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']		
['Prior', 'to', 'that', 'she', 'served', 'as', 'the', 'Administrator', 'of', 'the', 'Federal', 'Aviation', 'Administration', 'from', '2002', 'to', '2007', 'and', 'as', 'chair', 'of', 'the', 'National', 'Transportation', 'Safety', 'Board', 'from', '2001', 'to', '2002', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O']		
"['She', 'previously', 'served', 'on', 'the', 'President', ""'"", 's', 'Export', 'Council', 'Subcommittee', 'on', 'Export', 'Administration', ',', 'the', 'Washington', 'Area', 'Airports', 'Task', 'Force', 'Advisory', 'Board', 'and', 'the', 'International', 'Aviation', 'Women', ""'"", 's', 'Association', 'Advisory', 'Board', '.']"	['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']		
['Current', 'Non-Public', 'Company', 'Board', 'Service', ':', 'Alaska', 'Airlines', 'and', 'Horizon', 'Air', '(', 'subsidiaries', 'of', 'Alaska', 'Air', 'Group', ')', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']		
['Noblis', 'Board', 'of', 'Trustees', '(', 'a', 'non-profit', 'science', ',', 'technology', 'and', 'strategy', 'organization', ')', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']		
['Smithsonian', 'National', 'Air', 'and', 'Space', 'Museum', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']		
['Cobham', 'Plc', '.']	['B-ORG', 'I-ORG', 'O']		
['Aireon', 'Advisory', 'Board', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'O']		
['Sunrise', 'Transportation', 'Advisory', 'Board', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']		
['Education', ':', 'BA', ',', 'Mary', 'Washington', 'College', 'of', 'the', 'University', 'of', 'Virginia', '.']	['O', 'O', 'B-PRODUCT', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']		
['Phyllis', 'J.', 'Campbell', ',', '67', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-DATE', 'O']		
['Chairman', ',', 'JPMorgan', 'Chase', '&', 'Co.', 'Pacific', 'Northwest', 'Region', '.']	['B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-GPE', 'I-GPE', 'I-GPE', 'O']		
['Director', 'of', 'Alaska', 'Air', 'Group', 'since', '2002', '.']	['B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'O']		
['Governance', 'and', 'Nominating', 'Committee', '(', 'Chair', ')', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'O', 'O']		
['Qualifications', ':', 'Extensive', 'Business', 'Experience', '.']	['O', 'O', 'O', 'O', 'O', 'O']		
['Community', 'Leadership', '.']	['O', 'O', 'O']		
['Governance', 'Expertise', '.']	['O', 'O', 'O']		
['Professional', 'Highlights', ':', 'Since', 'April', '2009', ',', 'Ms.', 'Campbell', 'has', 'been', 'chairman', 'of', 'the', 'Pacific', 'Northwest', 'Region', 'for', 'JPMorgan', 'Chase', '&', 'Co.', ',', 'a', 'publicly', 'traded', 'company', '.']	['O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-GPE', 'I-GPE', 'I-GPE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']		
"['She', 'is', 'the', 'firm', ""'"", 's', 'senior', 'executive', 'in', 'Washington', ',', 'Oregon', 'and', 'Idaho', ',', 'representing', 'JPMorgan', 'Chase', 'at', 'the', 'most', 'senior', 'level', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-GPE', 'O', 'B-GPE', 'O', 'B-LOC', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']		
"['From', '2003', 'to', '2009', ',', 'Ms.', 'Campbell', 'served', 'as', 'president', 'and', 'CEO', 'of', 'The', 'Seattle', 'Foundation', ',', 'one', 'of', 'the', 'nation', ""'"", 's', 'largest', 'community', 'philanthropic', 'foundations', '.']"	['O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']		
"['She', 'was', 'president', 'of', 'U.S.', 'Bank', 'of', 'Washington', 'from', '1993', 'until', '2001', 'and', 'served', 'as', 'chair', 'of', 'the', 'bank', ""'"", 's', 'Community', 'Board', '.']"	['O', 'O', 'B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'B-TITLE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']		
['Ms.', 'Campbell', 'has', 'received', 'several', 'awards', 'for', 'her', 'corporate', 'and', 'community', 'involvement', ',', 'including', 'Women', 'Who', 'Make', 'A', 'Difference', 'and', 'Director', 'of', 'the', 'Year', 'from', 'the', 'Northwest', 'Chapter', 'of', 'the', 'National', 'Association', 'of', 'Corporate', 'Directors', '.']	['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']		
['Current', 'Non-Public', 'Company', 'Board', 'Service', ':', 'Alaska', 'Airlines', 'and', 'Horizon', 'Air', '(', 'subsidiaries', 'of', 'Alaska', 'Air', 'Group', ')', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']		
"['Toyota', ""'"", 's', 'Diversity', 'Advisory', 'Board', '.']"	['B-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']		
['Education', ':', 'BA', ',', 'Washington', 'State', 'University', '.']	['O', 'O', 'B-PRODUCT', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']		
['MBA', ',', 'University', 'of', 'Washington', '.']	['B-PRODUCT', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']		
['Raymond', 'L.', 'Conner', ',', '63', '.']	['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-DATE', 'O']		
['Former', 'Vice', 'Chairman', ',', 'The', 'Boeing', 'Company', '.']	['B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']		
['Director', 'of', 'Alaska', 'Air', 'Group', 'since', '2018', '.']	['B-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'O']		
['Compensation', 'and', 'Leadership', 'Development', 'Committee', '.']	['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']		
['Safety', 'Committee', '.']	['B-ORG', 'I-ORG', 'O']		
['Qualifications', ':', 'Public', 'Company', 'CEO', 'Experience', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']		
['Strategic', 'Planning', 'Experience', '.']	['O', 'O', 'O', 'O']		
['Aviation', 'Industry', 'Experience', '.']	['O', 'O', 'O', 'O']		
['Community', 'Leadership', '.']	['O', 'O', 'O']		
['Professional', 'Highlights', ':', 'Mr.', 'Conner', 'is', 'former', 'vice', 'chairman', 'of', 'The', 'Boeing', 'Company', '.']	['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']		
['Prior', 'to', 'his', 'appointment', 'to', 'vice', 'chairman', 'in', '2013', ',', 'Mr.', 'Conner', 'served', 'in', 'a', 'number', 'of', 'positions', 'with', 'Boeing', 'Commercial', 'Airplanes', 'since', '1977', ',', 'including', 'a', 'variety', 'of', 'roles', 'within', 'the', 'sales', ',', 'finance', 'and', 'materiel', 'divisions', '.']	['O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-DATE', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']		
['Most', 'recently', ',', 'he', 'served', 'as', 'vice', 'president', 'and', 'general', 'manager', 'of', 'the', '777', 'program', '(', '2001-2003', ')', ',', 'vice', 'president', 'of', 'sales', 'for', 'the', 'Americas', '(', '2003', 'to', '2007', ')', ',', 'vice', 'president', 'and', 'general', 'manager', 'of', 'supply', 'chain', 'management', 'and', 'operations', '(', '2008', 'â€“', '2011', ')', ',', 'vice', 'president', 'sales', ',', 'marketing', 'and', 'commercial', 'aviation', 'services', '(', '2012', ')', ',', 'and', 'president', 'and', 'CEO', '(', '2013-2017', ')', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'B-DATE', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'B-GPE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-DATE', 'O', 'O', 'O', 'B-TITLE', 'O', 'B-TITLE', 'O', 'B-DATE', 'O', 'O']		
