,x,y
465,"['She', 'is', 'the', 'CEO', 'of', 'Godiva', 'Chocolatier', '(', '``', 'Godiva', ""''"", ')', '.']","['O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'U-ORG', 'O', 'O', 'O']"
466,"['Prior', 'to', 'joining', 'Godiva', 'in', 'August', '2017', ',', 'Ms.', 'Young-Scrivner', 'held', 'senior', 'positions', 'at', 'Starbucks', 'Corporation', '(', '``', 'Starbucks', ""''"", ')', 'beginning', 'in', '2009', ',', 'including', 'as', 'Global', 'Chief', 'Marketing', 'Officer', '&', 'President', 'of', 'Tazo', 'Tea', 'from', '2009', 'to', '2012', ',', 'President', 'of', 'Starbucks', 'Canada', 'from', '2012', 'to', '2014', ',', 'President', ',', 'Teavana', '&', 'Executive', 'Vice', 'President', 'of', 'Global', 'Tea', 'from', '2014', 'to', '2015', ',', 'and', 'Executive', 'Vice', 'President', ',', 'Global', 'Digital', '&', 'Loyalty', 'Development', 'from', '2015', 'until', 'her', 'departure', 'in', 'April', '2017', '.']","['O', 'O', 'O', 'U-ORG', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'U-PERSON', 'O', 'O', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'U-DATE', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'U-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'U-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'U-TITLE', 'O', 'U-ORG', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'B-DATE', 'L-DATE', 'O']"
467,"['Prior', 'to', 'joining', 'Starbucks', ',', 'Ms.', 'Young-Scrivner', 'held', 'senior', 'leadership', 'positions', 'at', 'PepsiCo', ',', 'Inc.', 'in', 'sales', ',', 'marketing', 'and', 'general', 'management', ',', 'including', 'her', 'role', 'as', 'Region', 'President', 'of', 'PepsiCo', 'Foods', 'Greater', 'China', 'from', '2006', 'to', '2008', '.']","['O', 'O', 'O', 'U-ORG', 'O', 'O', 'U-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
468,"['Ms.', 'Young-Scrivner', 'holds', 'a', 'B.A', '.', 'from', 'the', 'Foster', 'School', 'of', 'Business', ',', 'University', 'of', 'Washington', 'and', 'an', 'Executive', 'M.B.A.', 'from', 'the', 'Carlson', 'School', 'of', 'Business', ',', 'University', 'of', 'Minnesota', '.']","['O', 'U-PERSON', 'O', 'O', 'U-PRODUCT', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'B-PRODUCT', 'L-PRODUCT', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O']"
469,"['Ms.', 'Young-Scrivner', 'also', 'served', 'on', 'the', 'Board', 'of', 'Directors', 'of', 'the', 'following', 'public', 'company', 'during', 'the', 'past', 'five', 'years', ':', 'Macy', ""'s"", 'Inc.', 'Key', 'Skills', ':', 'omnichannel', 'brand', 'management', ',', 'digital', 'marketing', ',', 'global', 'management', ',', 'consumer', 'insights', 'and', 'data', 'analytics', ',', 'and', 'strategic', 'planning', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
470,"['SAMUEL', 'R.', 'ALLEN', '-', 'Mr.', 'Allen', ',', '65', ',', 'has', 'served', 'as', 'a', 'director', 'since', '2010', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'O', 'U-PERSON', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'U-DATE', 'O']"
471,"['Mr.', 'Allen', 'has', 'been', 'Chairman', 'and', 'Chief', 'Executive', 'Officer', 'of', 'Deere', '&', 'Co.', ',', 'a', 'farm', 'machinery', 'and', 'equipment', 'company', ',', 'since', '2010', ',', 'and', 'a', 'director', 'since', '2009', '.']","['O', 'U-PERSON', 'O', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATE', 'O', 'O', 'O', 'U-TITLE', 'O', 'U-DATE', 'O']"
472,"['Mr.', 'Allen', 'joined', 'Deere', '&', 'Co.', 'in', '1975', 'and', 'since', 'that', 'time', 'has', 'held', 'positions', 'of', 'increasing', 'responsibility', '.']","['O', 'U-PERSON', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
473,"['Committees', ':', 'Corporate', 'Governance', 'and', 'Nominating', '(', 'chair', ')', ';', 'Human', 'Resources', '.']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'U-TITLE', 'O', 'O', 'B-ORG', 'L-ORG', 'O']"
474,"['GREG', 'CREED', '-', 'Mr.', 'Creed', ',', '61', ',', 'has', 'served', 'as', 'a', 'director', 'since', '2017', '.']","['B-PERSON', 'L-PERSON', 'O', 'O', 'U-PERSON', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'U-DATE', 'O']"
475,"['Mr.', 'Creed', 'has', 'been', 'Chief', 'Executive', 'Officer', 'of', 'Yum', '!', 'Brands', ',', 'Inc.', ',', 'a', 'leading', 'operator', 'of', 'quick', 'service', 'restaurants', ',', 'since', '2015', '.']","['O', 'U-PERSON', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATE', 'O']"
476,"['He', 'served', 'as', 'Chief', 'Executive', 'Officer', 'of', 'Taco', 'Bell', 'Division', 'from', '2011', 'to', '2014', ',', 'and', 'as', 'President', 'and', 'Chief', 'Concept', 'Officer', 'of', 'Taco', 'Bell', 'U.S.', 'from', '2007', 'to', '2011', 'after', 'holding', 'other', 'positions', 'of', 'increasing', 'responsibility', 'with', 'the', 'company', 'since', '1994', '.']","['O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATE', 'O']"
477,"['Mr.', 'Creed', 'has', 'served', 'as', 'a', 'director', 'of', 'Yum', '!', 'since', '2014', 'and', 'previously', 'served', 'as', 'a', 'director', 'of', 'International', 'Game', 'Technology', 'from', '2010', 'to', '2015', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
478,"['Committees', ':', 'Human', 'Resources', ';', 'Finance', '.']","['O', 'O', 'B-ORG', 'L-ORG', 'O', 'U-ORG', 'O']"
479,"['DIANE', 'M.', 'DIETZ', '-', 'Ms.', 'Dietz', ',', '53', ',', 'has', 'served', 'as', 'a', 'director', 'since', '2013', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'O', 'U-PERSON', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'U-DATE', 'O']"
480,"['Ms.', 'Dietz', 'has', 'been', 'the', 'President', 'and', 'Chief', 'Executive', 'Officer', 'of', 'Rodan', '&', 'Fields', ',', 'LLC', ',', 'a', 'leading', 'premium', 'skincare', 'company', ',', 'since', '2016', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATE', 'O']"
481,"['Ms.', 'Dietz', 'served', 'as', 'Executive', 'Vice', 'President', 'and', 'Chief', 'Marketing', 'Officer', 'of', 'Safeway', ',', 'Inc.', ',', 'a', 'leading', 'food', 'and', 'drug', 'retailer', ',', 'from', '2008', 'to', '2015', '.']","['O', 'U-PERSON', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
482,"['Prior', 'to', 'joining', 'Safeway', ',', 'Inc.', ',', 'Ms.', 'Dietz', 'held', 'positions', 'of', 'increasing', 'responsibility', 'with', 'Procter', '&', 'Gamble', 'from', '1989', 'through', '2008', '.']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'U-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
483,"['Committees', ':', 'Corporate', 'Governance', 'and', 'Nominating', ';', 'Human', 'Resources', '.']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'L-ORG', 'O']"
484,"['GERRI', 'T.', 'ELLIOTT', '-', 'Ms.', 'Elliott', ',', '62', ',', 'has', 'served', 'as', 'a', 'director', 'since', '2014', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'O', 'U-PERSON', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'U-DATE', 'O']"
485,"['Ms.', 'Elliott', 'has', 'served', 'as', 'the', 'Executive', 'Vice', 'President', 'and', 'Chief', 'Sales', 'and', 'Marketing', 'Officer', 'of', 'Cisco', 'Systems', ',', 'Inc.', 'since', 'April', '2018', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'L-DATE', 'O']"
486,"['Ms.', 'Elliott', 'previously', 'served', 'as', 'the', 'Executive', 'Vice', 'President', ',', 'Strategic', 'Advisor', 'and', 'Chief', 'Customer', 'Officer', 'of', 'Juniper', 'Networks', ',', 'a', 'producer', 'of', 'high-performance', 'networking', 'equipment', ',', 'from', '2013', 'to', '2014', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-TITLE', 'L-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
487,"['Ms.', 'Elliott', 'began', 'her', 'employment', 'with', 'Juniper', 'Networks', 'in', '2009', 'and', 'held', 'positions', 'of', 'increasing', 'responsibility', 'with', 'the', 'company', 'through', '2014', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATE', 'O']"
488,"['Before', 'joining', 'Juniper', 'Networks', ',', 'Ms.', 'Elliott', 'was', 'at', 'Microsoft', 'Corporation', ',', 'where', 'she', 'was', 'Corporate', 'Vice', 'President', ',', 'Worldwide', 'Public', 'Sector', 'Organization', 'from', '2004', 'to', '2008', '.']","['O', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'U-PERSON', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
489,"['Prior', 'to', 'joining', 'Microsoft', 'Corporation', ',', 'Ms.', 'Elliott', 'spent', '22', 'years', 'at', 'IBM', 'Corporation', ',', 'where', 'she', 'held', 'several', 'senior', 'executive', 'positions', 'in', 'the', 'U.S.', 'and', 'internationally', '.']","['O', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'U-PERSON', 'O', 'B-DATE', 'L-DATE', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-GPE', 'O', 'O', 'O']"
490,"['Ms.', 'Elliott', 'was', 'previously', 'a', 'director', 'of', 'Bed', 'Bath', '&', 'Beyond', ',', 'Inc.', '(', '2014', 'to', '2017', ')', ',', 'Imperva', ',', 'Inc.', '(', '2015', 'to', '2018', ')', ',', 'Marvell', 'Technology', 'Group', 'Ltd.', '(', '2017', 'to', '2018', ')', ',', 'and', 'Mimecast', 'Limited', '(', '2017', 'to', '2018', ')', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O']"
491,"['Committees', ':', 'Audit', ';', 'Finance', '.']","['O', 'O', 'U-ORG', 'O', 'U-ORG', 'O']"
492,"['MICHAEL', 'F.', 'JOHNSTON', '-', 'Mr.', 'Johnston', ',', '71', ',', 'has', 'served', 'as', 'a', 'director', 'since', '2003', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'O', 'U-PERSON', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'U-DATE', 'O']"
493,"['Mr.', 'Johnston', 'retired', 'from', 'Visteon', 'Corporation', ',', 'an', 'automotive', 'components', 'supplier', ',', 'in', '2008', '.']","['O', 'U-PERSON', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATE', 'O']"
494,"['At', 'Visteon', ',', 'he', 'served', 'as', 'Chairman', 'of', 'the', 'Board', 'and', 'Chief', 'Executive', 'Officer', ',', 'President', ',', 'and', 'Chief', 'Operating', 'Officer', 'at', 'various', 'times', 'since', '2000', '.']","['O', 'U-ORG', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'O', 'U-ORG', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'U-TITLE', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'O', 'O', 'B-DATE', 'L-DATE', 'O']"
495,"['In', 'May', '2009', ',', 'Visteon', 'filed', 'for', 'voluntary', 'reorganization', 'under', 'Chapter', '11', 'of', 'the', 'U.S.', 'Bankruptcy', 'Code', '.']","['O', 'B-DATE', 'L-DATE', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'B-LAW', 'L-LAW', 'O', 'O', 'B-LAW', 'I-LAW', 'L-LAW', 'O']"
496,"['Before', 'joining', 'Visteon', ',', 'Mr.', 'Johnston', 'held', 'various', 'positions', 'in', 'the', 'automotive', 'and', 'building', 'services', 'industry', '.']","['O', 'O', 'U-ORG', 'O', 'O', 'U-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
497,"['Mr.', 'Johnston', 'is', 'also', 'a', 'director', 'of', 'Armstrong', 'Flooring', ',', 'Inc.', '(', 'since', '2016', ')', 'and', 'Dover', 'Corporation', '(', 'since', '2013', ')', ',', 'and', 'previously', 'served', 'as', 'a', 'director', 'of', 'Armstrong', 'World', 'Industries', ',', 'Inc.', '(', '2010', 'to', '2016', ')', ',', 'and', 'Flowserve', 'Corporation', '(', '1997', 'to', '2013', ')', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'U-DATE', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O']"
498,"['Committees', ':', 'Audit', ';', 'Human', 'Resources', '(', 'chair', ')', '.']","['O', 'O', 'U-ORG', 'O', 'B-ORG', 'L-ORG', 'O', 'U-TITLE', 'O', 'O']"
499,"['JOHN', 'D.', 'LIU', '-', 'Mr.', 'Liu', ',', '50', ',', 'has', 'served', 'as', 'a', 'director', 'since', '2010', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'O', 'U-PERSON', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'U-DATE', 'O']"
500,"['Mr.', 'Liu', 'has', 'been', 'the', 'Chief', 'Executive', 'Officer', 'of', 'Essex', 'Equity', 'Management', ',', 'a', 'financial', 'services', 'company', ',', 'and', 'Managing', 'Partner', 'of', 'Richmond', 'Hill', 'Investments', ',', 'an', 'investment', 'management', 'firm', ',', 'since', '2008', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATE', 'O']"
501,"['Prior', 'to', 'that', 'time', ',', 'Mr.', 'Liu', 'was', 'employed', 'for', '12', 'years', 'by', 'Greenhill', '&', 'Co.', 'Inc.', ',', 'a', 'global', 'investment', 'banking', 'firm', ',', 'in', 'positions', 'of', 'increasing', 'responsibility', 'including', 'Chief', 'Financial', 'Officer', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'U-PERSON', 'O', 'O', 'O', 'B-DATE', 'L-DATE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O']"
502,"['Mr.', 'Liu', 'has', 'served', 'as', 'a', 'director', 'of', 'Greenhill', '&', 'Co.', 'since', '2017', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'U-DATE', 'O']"
503,"['Committees', ':', 'Audit', ';', 'Finance', '.']","['O', 'O', 'U-ORG', 'O', 'U-ORG', 'O']"
504,"['JAMES', 'M.', 'LOREE', '-', 'Mr.', 'Loree', ',', '60', ',', 'has', 'served', 'as', 'a', 'director', 'since', '2017', '.']","['B-PERSON', 'I-PERSON', 'L-PERSON', 'O', 'O', 'U-PERSON', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'U-DATE', 'O']"
505,"['Mr.', 'Loree', 'has', 'been', 'President', 'and', 'Chief', 'Executive', 'Officer', 'of', 'Stanley', 'Black', '&', 'Decker', ',', 'Inc.', ',', 'a', 'leading', 'industrial', 'and', 'consumer', 'products', 'company', ',', 'since', '2016', '.']","['O', 'U-PERSON', 'O', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATE', 'O']"
506,"['Prior', 'to', 'this', ',', 'he', 'served', 'as', 'President', 'and', 'Chief', 'Operating', 'Officer', 'of', 'the', 'company', 'from', '2013', 'to', '2016', ',', 'Chief', 'Operating', 'Officer', 'from', '2009', 'to', '2013', ',', 'Executive', 'Vice', 'President', 'and', 'Chief', 'Financial', 'Officer', 'from', '2002', 'to', '2009', ',', 'and', 'Vice', 'President', 'and', 'Chief', 'Financial', 'Officer', 'from', '1999', 'to', '2002', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
507,"['Prior', 'to', 'joining', 'Stanley', 'Black', '&', 'Decker', ',', 'Mr.', 'Loree', 'held', 'positions', 'of', 'increasing', 'responsibility', 'in', 'financial', 'and', 'operating', 'management', 'in', 'business', ',', 'corporate', 'and', 'financial', 'services', 'at', 'General', 'Electric', 'from', '1980', 'to', '1999', '.']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'U-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
508,"['Mr.', 'Loree', 'has', 'served', 'as', 'a', 'director', 'of', 'Stanley', 'Black', '&', 'Decker', 'since', '2016', ',', 'and', 'previously', 'served', 'on', 'the', 'board', 'of', 'Harsco', 'Corporation', 'from', '2010', 'to', '2016', 'and', 'as', 'chairman', 'of', 'Harsco', ""'s"", 'Audit', 'Committee', 'from', '2012', 'to', '2016', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'B-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'B-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'U-TITLE', 'O', 'U-ORG', 'O', 'B-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O']"
509,"['Committees', ':', 'Audit', ';', 'Corporate', 'Governance', 'and', 'Nominating', '.']","['O', 'O', 'U-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O']"
510,"['HARISH', 'MANWANI', '-', 'Mr.', 'Manwani', ',', '65', ',', 'has', 'served', 'as', 'a', 'director', 'since', '2011', '.']","['B-PERSON', 'L-PERSON', 'O', 'O', 'U-PERSON', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'U-DATE', 'O']"
511,"['Mr.', 'Manwani', 'is', 'a', 'Senior', 'Operating', 'Partner', 'for', 'Blackstone', 'Group', ',', 'having', 'served', 'with', 'Blackstone', 'since', '2015', '.']","['O', 'U-PERSON', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'O', 'O', 'U-ORG', 'O', 'U-DATE', 'O']"
512,"['Mr.', 'Manwani', 'is', 'the', 'former', 'Chief', 'Operating', 'Officer', 'of', 'Unilever', ',', 'a', 'global', 'consumer', 'product', 'brands', 'company', ',', 'a', 'position', 'he', 'was', 'appointed', 'to', 'in', '2011', 'and', 'held', 'until', 'his', 'retirement', 'in', '2014', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'L-TITLE', 'O', 'U-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATE', 'O']"
513,"['Mr.', 'Manwani', 'is', 'also', 'a', 'director', 'of', 'Gilead', 'Sciences', ',', 'Inc.', '(', 'since', 'May', '2018', ')', ',', 'Qualcomm', 'Inc.', '(', 'since', '2014', ')', 'and', 'Nielsen', 'Holdings', 'plc', '(', 'since', '2015', ')', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'B-DATE', 'L-DATE', 'O', 'O', 'B-ORG', 'L-ORG', 'O', 'O', 'U-DATE', 'O', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'O', 'U-DATE', 'O', 'O']"
514,"['Mr.', 'Manwani', 'previously', 'served', 'as', 'the', 'non-executive', 'Chairman', 'of', 'Hindustan', 'Unilever', 'Limited', '(', '2005', 'to', '2018', ')', 'and', 'as', 'a', 'director', 'of', 'Pearson', 'plc', '(', '2013', 'to', '2018', ')', '.']","['O', 'U-PERSON', 'O', 'O', 'O', 'O', 'B-TITLE', 'L-TITLE', 'O', 'B-ORG', 'I-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O', 'O', 'O', 'U-TITLE', 'O', 'B-ORG', 'L-ORG', 'O', 'B-DATE', 'I-DATE', 'L-DATE', 'O', 'O']"
515,"['Committees', ':', 'Corporate', 'Governance', 'and', 'Nominating', ';', 'Human', 'Resources', '.']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'L-ORG', 'O', 'B-ORG', 'L-ORG', 'O']"
